,author,description,genre,title
91,Marissa Meyer,"Iko – an audacious android and best friend to the Lunar Queen Cinder – has been tasked with hunting down Alpha Lysander Steele, the leader of a rogue band of bioengineered wolf-soldiers who threaten to undo the tenuous peace agreement between Earth and Luna. Unless Cinder can reverse the mutations that were forced on them years before, Steele and his soldiers plan to satisfy their monstrous appetites with a massacre of the innocent people of Earth.And to show he’s serious, Steele is taking hostages.Cinder and Kai, Scarlet and Wolf, Cress and Thorne, and Winter and Jacin all feature in this epic new battle. But it is Iko who must face her deepest fears when she uncovers the truth about her own unusual programming.",Sequential Art,"      Gone Rogue
      
          (Wires and Nerve #2)"
92,Amanda Bouchet,"The riveting conclusion to the Kingmaker Chronicles, available January 2018!Who is Catalia Fisa?With the help of pivotal figures from her past, Cat begins to understand the root of her exceptional magic, her fated union with Griffin Sinta, and Griffin's role in shaping her destiny.Only Cat holds the key to unlocking her own power, and that means finally accepting herself, her past, and her future in order to protect her loved ones, confront her murderous mother, and taking a final, terrifying step--reuniting all three realms and taking her place as the Queen of Thalyria.What doesn't kill her will only make her stronger...we hope.",Fantasy,"      Heart on Fire
      
          (Kingmaker Chronicles  #3)"
93,Rati Mehrotra,"Kyra is the youngest Markswoman in the Order of Kali, one of a handful of sisterhoods of highly trained elite warriors. Armed with blades whose metal is imbued with magic and guided by a strict code of conduct, the Orders are sworn to keep the peace and protect the people of Asiana. Kyra has pledged to do so—yet she secretly harbors a fierce desire to avenge her murdered family.When Tamsyn, the powerful and dangerous Mistress of Mental Arts, assumes control of the Order, Kyra is forced on the run. She is certain that Tamsyn committed murder in a twisted bid for power, but she has no proof.Kyra escapes through one of the strange Transport Hubs that are the remnants of Asiana’s long-lost past and finds herself in the unforgiving wilderness of a desert that is home to the Order of Khur, the only Order composed of men. Among them is Rustan, a disillusioned Marksman whose skill with a blade is unmatched. He understands the desperation of Kyra’s quest to prove Tamsyn’s guilt, and as the two grow closer, training daily on the windswept dunes of Khur, both begin to question their commitment to their Orders. But what they don’t yet realize is that the line between justice and vengeance is thin . . . as thin as the blade of a knife.",Fantasy,"      Markswoman
      
          (Asiana #1)"
94,Olivia A. Cole,"Octavia has only ever had one goal: to follow in the footsteps of her parents and become a prestigious whitecoat, one of the scientists who study the natural wonders of Faloiv. The secrets of the jungle’s exotic plants and animals are protected fiercely in the labs by the Council of N’Terra, so when the rules suddenly change, allowing students inside, Octavia should be overjoyed.But something isn’t right. The newly elected leader of the Council has some extremist views about the way he believes N’Terra should be run, and he’s influencing others to follow him. When Octavia witnesses one of the Faloii—the indigenous people of Faloiv—attacked in front of her in the dark of night, she knows the Council is hiding something. They are living in separate worlds on a shared planet, and their fragile peace may soon turn into an all-out war.With the help of Rondo, a quiet boy in class with a skill for hacking, and her inquisitive best friend, Alma, Octavia is set on a collision course to discover the secrets behind the history she’s been taught, the science she’s lived by, and the truth about her family.",Young Adult,"      A Conspiracy of Stars
      
          (Faloiv #1)"
95,Sasha Alsberg,"Most know Androma Racella as the Bloody Baroness, a powerful mercenary whose reign of terror stretches across the Mirabel Galaxy. To those aboard her glass starship, Marauder, however, she's just Andi, their friend and fearless leader.But when a routine mission goes awry, the Marauder's all-girl crew is tested as they find themselves in a treacherous situation and at the mercy of a sadistic bounty hunter from Andi's past.Meanwhile, across the galaxy, a ruthless ruler waits in the shadows of the planet Xen Ptera, biding her time to exact revenge for the destruction of her people. The pieces of her deadly plan are about to fall into place, unleashing a plot that will tear Mirabel in two.Andi and her crew embark on a dangerous, soul-testing journey that could restore order to their shipor just as easily start a war that will devour worlds. As the Marauder hurtles toward the unknown, and Mirabel hangs in the balance, the only certainty is that in a galaxy run on lies and illusion, no one can be trusted.",Science Fiction,"      Zenith
      
          (The Androma Saga #1)"
96,Amanda Hocking,"Between the Blade and the Heart is the first book in a brilliant new young adult fantasy duology inspired by Norse mythology by New York Times bestselling author Amanda Hocking.As one of Odin's Valkyries, Malin's greatest responsibility is to slay immortals and return them to the underworld. The balance of the world rests on her ability to carry out orders. But when Malin discovers that her mother spared the life of an immortal who was destined to die, her world is thrown into chaos.As Malin wrestles with the knowledge that her mother might not be who she thought, she’s also thrust into the path of a gorgeous blue-eyed guy named Asher who needs her help slaying the rogue immortal who destroyed his family. Malin, along with her best friend and her ex-girlfriend, must decide where her loyalties lie...and whether helping Asher enact his revenge is worth the risk—to the world and to her heart.",Fantasy,"      Between the Blade and the Heart
      
          (Valkyrie #1)"
97,Nnedi Okorafor,"The concluding part of the highly-acclaimed science fiction trilogy that began with Nnedi Okorafor's Hugo- and Nebula Award-winning BINTI.Binti has returned to her home planet, believing that the violence of the Meduse has been left behind. Unfortunately, although her people are peaceful on the whole, the same cannot be said for the Khoush, who fan the flames of their ancient rivalry with the Meduse.Far from her village when the conflicts start, Binti hurries home, but anger and resentment has already claimed the lives of many close to her.Once again it is up to Binti, and her intriguing new friend Mwinyi, to intervene--though the elders of her people do not entirely trust her motives--and try to prevent a war that could wipe out her people, once and for all.Don't miss this essential concluding volume in the Binti trilogy.",Science Fiction,"      The Night Masquerade
      
          (Binti #3)"
98,Lesley Livingston,"The darling of the Roman Empire is in for the fight of her life.Be brave, gladiatrix… And be wary. Once you win Caesar’s love, you’ll earn his enemies’ hate.Fallon was warned.Now she is about to pay the price for winning the love of the Roman people as Caesar’s victorious gladiatrix.In this highly anticipated sequel to THE VALIANT, Fallon and her warrior sisters find themselves thrust into a vicious conflict with a rival gladiator academy, one that will threaten not only Fallon’s heart – and her love for Roman soldier Cai – but the very heart of the ancient Roman Empire.When dark treachery and vicious power struggles threaten her hard-won freedom, the only thing that might help the girl known as Victrix save herself and her sisters is a tribe of long-forgotten mythic Amazon warriors.The only trouble is, they might just kill her themselves first.",Fantasy,"      The Defiant
      
          (The Valiant #2)"
99,Django Wexler,"Military might and arcane power clash in Django Wexler’s thrilling new Shadow Campaigns novel.The Beast, the ancient demon imprisoned beneath the fortress-city of Elysium for a thousand years, has been loosed on the world. It absorbs mind after mind, spreading like a plague through the north. The fell army it has raised threatens the heart of Vordan, and it is under the command of the Beast’s greatest prize: legendary general Janus bet Vhalnich.As Queen Raesinia Orboan and soldiers Marcus D’Ivoire and Winter Ihernglass grapple with the aftermath of a hard-fought military campaign, they soon discover a betrayal they never could have foreseen. The news arrives like a thunderbolt: Janus has declared himself the rightful Emperor of Vordan. Chaos grips the city as officers and regiments are forced to declare for queen or emperor.Raesinia must struggle to keep her country under control and risks becoming everything she fought against. Marcus must take the field against his old commander, a man who has seemed an unbeatable strategist. And as Winter recovers from her injuries and mourns her losses, she knows the demon she carries inside her might be the only thing standing between the Beast and the destruction of everything in its path....",Fantasy,"      The Infernal Battalion
      
          (The Shadow Campaigns #5)"
0,Tayari Jones,"Named an Oprah’s Book Club Selection.Newlyweds Celestial and Roy are the embodiment of both the American Dream and the New South. He is a young executive, and she is an artist on the brink of an exciting career. But as they settle into the routine of their life together, they are ripped apart by circumstances neither could have imagined. Roy is arrested and sentenced to twelve years for a crime Celestial knows he didn’t commit. Though fiercely independent, Celestial finds herself bereft and unmoored, taking comfort in Andre, her childhood friend, and best man at their wedding. As Roy’s time in prison passes, she is unable to hold on to the love that has been her center. After five years, Roy’s conviction is suddenly overturned, and he returns to Atlanta ready to resume their life together.",Fiction,      An American Marriage
1,Susan Meissner,"From the acclaimed author of Secrets of a Charmed Life and A Bridge Across the Ocean comes a new novel set in Philadelphia during the Spanish flu epidemic of 1918, which tells the story of a family reborn through loss and love.In 1918, Philadelphia was a city teeming with promise. Even as its young men went off to fight in the Great War, there were opportunities for a fresh start on its cobblestone streets. Into this bustling town, came Pauline Bright and her husband, filled with hope that they could now give their three daughters--Evelyn, Maggie, and Willa--a chance at a better life.But just months after they arrive, the Spanish Flu reaches the shores of America. As the pandemic claims more than twelve thousand victims in their adopted city, they find their lives left with a world that looks nothing like the one they knew. But even as they lose loved ones, they take in a baby orphaned by the disease who becomes their single source of hope. Amidst the tragedy and challenges, they learn what they cannot live without--and what they are willing to do about it.As Bright as Heaven is the compelling story of a mother and her daughters who find themselves in a harsh world, not of their making, which will either crush their resolve to survive or purify it.",Historical,      As Bright as Heaven
2,Sophie Kinsella,"After being together for ten years, Sylvie and Dan have all the trimmings of a happy life and marriage; they have a comfortable home, fulfilling jobs, beautiful twin girls, and communicate so seamlessly, they finish each other's sentences. However, a trip to the doctor projects they will live another 68 years together and panic sets in. They never expected ""until death do us part"" to mean seven decades.In the name of marriage survival, they quickly concoct a plan to keep their relationship fresh and exciting: they will create little surprises for each other so that their (extended) years together will never become boring. But in their pursuit to execute Project Surprise Me, mishaps arise and secrets are uncovered that start to threaten the very foundation of their unshakable bond. When a scandal from the past is revealed that question some important untold truths, they begin to wonder if they ever really knew each other after all.",Womens Fiction,      Surprise Me
3,Laura Lippman,"One is playing a long game. But which one?They meet at a local tavern in the small town of Belleville, Delaware. Polly is set on heading west. Adam says he’s also passing through.Yet she stays and he stays—drawn to this mysterious redhead whose quiet stillness both unnerves and excites him. Over the course of a punishing summer, Polly and Adam abandon themselves to a steamy, inexorable affair. Still, each holds something back from the other—dangerous, even lethal, secrets that begin to accumulate as autumn approaches, feeding the growing doubts they conceal.Then someone dies. Was it an accident, or part of a plan? By now, Adam and Polly are so ensnared in each other’s lives and lies that neither one knows how to get away—or even if they want to. Is their love strong enough to withstand the truth, or will it ultimately destroy them?Something—or someone—has to give.Which one will it be?",Mystery,      Sunburn
4,Chanel Cleeton,"After the death of her beloved grandmother, a Cuban-American woman travels to Havana, where she discovers the roots of her identity--and unearths a family secret hidden since the revolution...Havana, 1958. The daughter of a sugar baron, nineteen-year-old Elisa Perez is part of Cuba's high society, where she is largely sheltered from the country's growing political unrest--until she embarks on a clandestine affair with a passionate revolutionary...Miami, 2017. Freelance writer Marisol Ferrera grew up hearing romantic stories of Cuba from her late grandmother Elisa, who was forced to flee with her family during the revolution. Elisa's last wish was for Marisol to scatter her ashes in the country of her birth. Arriving in Havana, Marisol comes face-to-face with the contrast of Cuba's tropical, timeless beauty and its perilous political climate. When more family history comes to light and Marisol finds herself attracted to a man with secrets of his own, she'll need the lessons of her grandmother's past to help her understand the true meaning of courage.",Historical,      Next Year in Havana
5,Amy Bloom,"For readers of The Paris Wife and The Swans of Fifth Avenue comes a ""sensuous, captivating account of a forbidden affair between two women"" (People)--Eleanor Roosevelt and ""first friend"" Lorena Hickok.Lorena Hickok meets Eleanor Roosevelt in 1932 while reporting on Franklin Roosevelt's first presidential campaign. Having grown up worse than poor in South Dakota and reinvented herself as the most prominent woman reporter in America, ""Hick,"" as she's known to her friends and admirers, is not quite instantly charmed by the idealistic, patrician Eleanor. But then, as her connection with the future first lady deepens into intimacy, what begins as a powerful passion matures into a lasting love, and a life that Hick never expected to have. She moves into the White House, where her status as ""first friend"" is an open secret, as are FDR's own lovers. After she takes a job in the Roosevelt administration, promoting and protecting both Roosevelts, she comes to know Franklin not only as a great president but as a complicated rival and an irresistible friend, capable of changing lives even after his death. Through it all, even as Hick's bond with Eleanor is tested by forces both extraordinary and common, and as she grows as a woman and a writer, she never loses sight of the love of her life.From Washington, D.C. to Hyde Park, from a little white house on Long Island to an apartment on Manhattan's Washington Square, Amy Bloom's new novel moves elegantly through fascinating places and times, written in compelling prose and with emotional depth, wit, and acuity.Praise for White Houses""Amy Bloom brings an untold slice of history so dazzlingly and devastatingly to life, it took my breath away.""--Paula McLain, author of The Paris Wife""Vivid and tender . . . Bloom--interweaving fact and fancy--lavishes attention on [Hickok], bringing Hick, the novel's narrator and true subject, to radiant life.""--O: The Oprah Magazine""Radiant . . . an indelible love story, one propelled not by unlined youth and beauty but by the kind of soul-mate connection even distance, age, and impossible circumstances couldn't dim . . . Bloom's goal is less to relitigate history than to portray the blandly sexless figurehead of First Lady as something the job rarely allows those women to be--a loving, breathing human being. And she does it brilliantly.""--Entertainment Weekly",Historical,      White Houses
6,Rachel Hartman,"In the medieval kingdom of Goredd, women are expected to be ladies, men are their protectors, and dragons get to be whomever they want. Tess, stubbornly, is a troublemaker. You can't make a scene at your sister's wedding and break a relative's nose with one punch (no matter how pompous he is) and not suffer the consequences. As her family plans to send her to a nunnery, Tess yanks on her boots and sets out on a journey across the Southlands, alone and pretending to be a boy.Where Tess is headed is a mystery, even to her. So when she runs into an old friend, it's a stroke of luck. This friend is a quigutl--a subspecies of dragon--who gives her both a purpose and protection on the road. But Tess is guarding a troubling secret. Her tumultuous past is a heavy burden to carry, and the memories she's tried to forget threaten to expose her to the world in more ways than one.",Fantasy,"      Tess of the Road
      
          (Tess of the Road #1)"
7,Rhiannon Navin,"“Perfect for fans of Room… a heartbreaking but important novel.” —Real Simple Readers of Jodi Picoult and Liane Moriarty will also like this tenderhearted debut about healing and family, narrated by an unforgettable six-year-old boy who reminds us that sometimes the littlest bodies hold the biggest hearts and the quietest voices speak the loudest.Squeezed into a coat closet with his classmates and teacher, first grader Zach Taylor can hear gunshots ringing through the halls of his school. A gunman has entered the building, taking nineteen lives and irrevocably changing the very fabric of this close-knit community. While Zach's mother pursues a quest for justice against the shooter's parents, holding them responsible for their son's actions, Zach retreats into his super-secret hideout and loses himself in a world of books and art. Armed with his newfound understanding, and with the optimism and stubbornness only a child could have, Zach sets out on a captivating journey towards healing and forgiveness, determined to help the adults in his life rediscover the universal truths of love and compassion needed to pull them through their darkest hours.",Fiction,      Only Child
8,Tanaz Bhathena,"A timeless exploration of high-stakes romance, self-discovery, and the lengths we go to love and be loved.  Sixteen-year-old Zarin Wadia is many things: a bright and vivacious student, an orphan, a risk taker. She’s also the kind of girl that parents warn their kids to stay away from: a troublemaker whose many romances are the subject of endless gossip at school.  You don't want to get involved with a girl like that, they say. So how is it that eighteen-year-old Porus Dumasia has only ever had eyes for her? And how did Zarin and Porus end up dead in a car together, crashed on the side of a highway in Jeddah, Saudi Arabia? When the religious police arrive on the scene, everything everyone thought they knew about Zarin is questioned. And as her story is pieced together, told through multiple perspectives, it becomes clear that she was far more than just a girl like that. This beautifully written debut novel from Tanaz Bhathena reveals a rich and wonderful new world to readers. It tackles complicated issues of race, identity, class, and religion, and paints a portrait of teenage ambition, angst, and alienation that feels both inventive and universal.",Young Adult,      A Girl Like That
9,Lisa Kleypas,"A woman who defies her timeDr. Garrett Gibson, the only female physician in England, is as daring and independent as any man—why not take her pleasures like one? Yet she has never been tempted to embark on an affair, until now. Ethan Ransom, a former detective for Scotland Yard, is as gallant as he is secretive, a rumored assassin whose true loyalties are a mystery. For one exhilarating night, they give in to their potent attraction before becoming strangers again.A man who breaks every ruleAs a Ravenel by-blow spurned by his father, Ethan has little interest in polite society, yet he is captivated by the bold and beautiful Garrett. Despite their vow to resist each other after that sublime night, she is soon drawn into his most dangerous assignment yet. When the mission goes wrong, it will take all of Garrett's skill and courage to save him. As they face the menace of a treacherous government plot, Ethan is willing to take any risk for the love of the most extraordinary woman he's ever known.",Romance,"      Hello Stranger
      
          (The Ravenels #4)"
10,Kimmery Martin,"A debut novel set against a background of hospital rounds and life-or-death decisions that pulses with humor and empathy and explores the heart's capacity for forgiveness...Zadie Anson and Emma Colley have been best friends since their early twenties, when they first began navigating serious romantic relationships amid the intensity of medical school. Now they're happily married wives and mothers with successful careers--Zadie as a pediatric cardiologist and Emma as a trauma surgeon. Their lives in Charlotte, North Carolina are chaotic but fulfilling, until the return of a former colleague unearths a secret one of them has been harboring for years. As chief resident, Nick Xenokostas was the center of Zadie's life--both professionally and personally--throughout a tragic chain of events in her third year of medical school that she has long since put behind her. Nick's unexpected reappearance during a time of new professional crisis shocks both women into a deeper look at the difficult choices they made at the beginning of their careers. As it becomes evident that Emma must have known more than she revealed about circumstances that nearly derailed both their lives, Zadie starts to question everything she thought she knew about her closest friend.",Fiction,      The Queen of Hearts
11,Janet Beard,"In the bestselling tradition of Hidden Figures and The Wives of Los Alamos, comes a riveting novel of the everyday women who worked on the Manhattan Project during World War II“What you see here, what you hear here, what you do here, let it stay here.”In November 1944, eighteen-year-old June Walker boards an unmarked bus, destined for a city that doesn’t officially exist. Oak Ridge, Tennessee has sprung up in a matter of months—a town of trailers and segregated houses, 24-hour cafeterias, and constant security checks. There, June joins hundreds of other young girls operating massive machines whose purpose is never explained. They know they are helping to win the war, but must ask no questions and reveal nothing to outsiders.The girls spend their evenings socializing and flirting with soldiers, scientists, and workmen at dances and movies, bowling alleys and canteens. June longs to know more about their top-secret assignment and begins an affair with Sam Cantor, the young Jewish physicist from New York who oversees the lab where she works and understands the end goal only too well, while her beautiful roommate Cici is on her own mission: to find a wealthy husband and escape her sharecropper roots. Across town, African-American construction worker Joe Brewer knows nothing of the government’s plans, only that his new job pays enough to make it worth leaving his family behind, at least for now. But a breach in security will intertwine his fate with June’s search for answers.When the bombing of Hiroshima brings the truth about Oak Ridge into devastating focus, June must confront her ideals about loyalty, patriotism, and war itself.",Historical,      The Atomic City Girls
12,Gloria Chao,"An incisive, laugh-out-loud contemporary debut about a Taiwanese-American teen whose parents want her to be a doctor and marry a Taiwanese Ivy Leaguer despite her squeamishness with germs and crush on a Japanese classmate.At seventeen, Mei should be in high school, but skipping fourth grade was part of her parents' master plan. Now a freshman at MIT, she is on track to fulfill the rest of this predetermined future: become a doctor, marry a preapproved Taiwanese Ivy Leaguer, produce a litter of babies.With everything her parents have sacrificed to make her cushy life a reality, Mei can't bring herself to tell them the truth--that she (1) hates germs, (2) falls asleep in biology lectures, and (3) has a crush on her classmate Darren Takahashi, who is decidedly not Taiwanese.But when Mei reconnects with her brother, Xing, who is estranged from the family for dating the wrong woman, Mei starts to wonder if all the secrets are truly worth it. Can she find a way to be herself, whoever that is, before her web of lies unravels?",Young Adult,      American Panda
13,Akwaeke Emezi,"An extraordinary debut novel, Freshwater explores the surreal experience of having a fractured self. It centers around a young Nigerian woman, Ada, who develops separate selves within her as a result of being born ""with one foot on the other side."" Unsettling, heartwrenching, dark, and powerful, Freshwater is a sharp evocation of a rare way of experiencing the world, one that illuminates how we all construct our identities.Ada begins her life in the south of Nigeria as a troubled baby and a source of deep concern to her family. Her parents, Saul and Saachi, successfully prayed her into existence, but as she grows into a volatile and splintered child, it becomes clear that something went terribly awry. When Ada comes of age and moves to America for college, the group of selves within her grows in power and agency. A traumatic assault leads to a crystallization of her alternate selves: Asụghara and Saint Vincent. As Ada fades into the background of her own mind and these selves--now protective, now hedonistic--move into control, Ada's life spirals in a dark and dangerous direction.Narrated by the various selves within Ada and based in the author's realities, Freshwater dazzles with ferocious energy and serpentine grace, heralding the arrival of a fierce new literary voice.",Fiction,      Freshwater
14,Dana  Mele,"Kay Donovan may have skeletons in her closet, but the past is past, and she's reinvented herself entirely. Now she's a star soccer player whose group of gorgeous friends run their private school with effortless popularity and acerbic wit. But when a girl's body is found in the lake, Kay's carefully constructed life begins to topple. The dead girl has left Kay a computer-coded scavenger hunt, which, as it unravels, begins to implicate suspect after suspect, until Kay herself is in the crosshairs of a murder investigation. But if Kay's finally backed into a corner, she'll do what it takes to survive. Because at Bates Academy, the truth is something you make...not something that happened.",Young Adult,      People Like Us
15,Lexie Elliott,"They were six university students from Oxford--friends and sometimes more than friends--spending an idyllic week together in a French farmhouse. It was supposed to be the perfect summer getaway--until they met Severine, the girl next door. For Kate Channing, Severine was an unwelcome presence, her inscrutable beauty undermining the close-knit group's loyalties amid the already simmering tensions. And after a huge altercation on the last night of the holiday, Kate knew nothing would ever be the same. There are some things you can't forgive, and there are some people you can't forget, like Severine, who was never seen again. Now, a decade later, the case is reopened when Severine's body is found in the well behind the farmhouse. Questioned along with her friends, Kate stands to lose everything she's worked so hard to achieve as suspicion mounts around her. Desperate to resolve her own shifting memories and fearful she will be forever bound to the woman whose presence still haunts her, Kate finds herself buried under layers of deception with no one to set her free.",Mystery,      The French Girl
16,Gwendolyn Clare,"Can she write a world gone wrong?A certain pen, a certain book, and a certain person can craft entirely new worlds through a branch of science called scriptology. Elsa comes from one such world that was written into creation, where her mother―a noted scriptologist―constantly alters and expands their reality.But when her home is attacked and her mother kidnapped, Elsa is forced to cross into the real world and use her own scriptology gifts to find her. In an alternative Victorian Italy, Elsa finds a secret society of young scientists with a gift for mechanics, alchemy, or scriptology―and meets Leo, a gorgeous mechanist with a smart mouth and tragic past. She recruits the help of these fellow geniuses just as an assassin arrives on their doorstep.In this thrilling debut, worlds collide as Elsa unveils a deep political conspiracy seeking to unlock the most dangerous weapon ever created―and only she can stop it.",Fantasy,"      Ink, Iron, and Glass
      
          (Ink, Iron, and Glass #1)"
17,Tom        Miller,"A thrilling debut from ER doctor turned novelist Tom Miller, The Philosopher’s Flight is an epic historical fantasy set in a World-War-I-era America where magic and science have blended into a single extraordinary art. Eighteen-year-old Robert Weekes is a practitioner of empirical philosophy—an arcane, female-dominated branch of science used to summon the wind, shape clouds of smoke, heal the injured, and even fly. Though he dreams of fighting in the Great War as the first male in the elite US Sigilry Corps Rescue and Evacuation Service—a team of flying medics—Robert is resigned to mixing batches of philosophical chemicals and keeping the books for the family business in rural Montana, where his mother, a former soldier and vigilante, aids the locals.When a deadly accident puts his philosophical abilities to the test, Robert rises to the occasion and wins a scholarship to study at Radcliffe College, an all-women’s school. At Radcliffe, Robert hones his skills and strives to win the respect of his classmates, a host of formidable, unruly women. Robert falls hard for Danielle Hardin, a disillusioned young war hero turned political radical. However, Danielle’s activism and Robert’s recklessness attract the attention of the same fanatical anti-philosophical group that Robert’s mother fought years before. With their lives in mounting danger, Robert and Danielle band together with a team of unlikely heroes to fight for Robert’s place among the next generation of empirical philosophers—and for philosophy’s very survival against the men who would destroy it.In the tradition of Lev Grossman and Deborah Harkness, Tom Miller writes with unrivaled imagination, ambition, and humor. The Philosopher’s Flight is both a fantastical reimagining of American history and a beautifully composed coming-of-age tale for anyone who has ever felt like an outsider.",Fantasy,      The Philosopher's Flight
18,Saundra Mitchell,"Take a journey through time and genres and discover a past where queer figures live, love and shape the world around them. Seventeen of the best young adult authors across the queer spectrum have come together to create a collection of beautifully written diverse historical fiction for teens. From a retelling of Little Red Riding Hood set in war-torn 1870s Mexico featuring a transgender soldier, to two girls falling in love while mourning the death of Kurt Cobain, forbidden love in a sixteenth-century Spanish convent or an asexual girl discovering her identity amid the 1970s roller-disco scene, All Out tells a diverse range of stories across cultures, time periods and identities, shedding light on an area of history often ignored or forgotten.",Short Stories,      All Out: The No-Longer-Secret Stories of Queer Teens Throughout the Ages
19,Guillermo del Toro,"It is 1962, and Elisa Esposito—mute her whole life, orphaned as a child—is struggling with her humdrum existence as a janitor working the graveyard shift at Baltimore’s Occam Aerospace Research Center. Were it not for Zelda, a protective coworker, and Giles, her loving neighbor, she doesn’t know how she’d make it through the day.Then, one fateful night, she sees something she was never meant to see, the Center’s most sensitive asset ever: an amphibious man, captured in the Amazon, to be studied for Cold War advancements. The creature is terrifying but also magnificent, capable of language and of understanding emotions…and Elisa can’t keep away. Using sign language, the two learn to communicate. Soon, affection turns into love, and the creature becomes Elisa’s sole reason to live.But outside forces are pressing in. Richard Strickland, the obsessed soldier who tracked the asset through the Amazon, wants nothing more than to dissect it before the Russians get a chance to steal it. Elisa has no choice but to risk everything to save her beloved. With the help of Zelda and Giles, Elisa hatches a plan to break out the creature. But Strickland is on to them. And the Russians are, indeed, coming.",Fantasy,      The Shape of Water
20,John Hart,"The only writer in history to win consecutive Edgar Awards for Best Novel, New York Times bestselling author John Hart returns to the world of his most beloved novel, The Last ChildBuilding on the world first seen in The Last Child (“A magnificent creation” —The Washington Post), John Hart delivers a stunning vision of a secret world, rarely seen. It’s been ten years since the events that changed Johnny Merrimon’s life and rocked his hometown to the core. Since then, Johnny has fought to maintain his privacy, but books have been written of his exploits; the fascination remains. Living alone on six thousand acres of once-sacred land, Johnny’s only connection to normal life is his old friend, Jack. They’re not boys anymore, but the bonds remain. What they shared. What they lost. But Jack sees danger in the wild places Johnny calls home; he senses darkness and hunger, an intractable intent. Johnny will discuss none of it, but there are the things he knows, the things he can do. A lesser friend might accept such abilities as a gift, but Jack has felt what moves in the swamp: the cold of it, the unspeakable fear.More than an exploration of friendship, persistence, and forgotten power, The Hush leaves all categories behind, and cements Hart's status as a writer of unique power.",Mystery,"      The Hush
      
          ( Johnny Merrimon #2)"
21,Shaun David Hutchinson,"Sixteen-year-old Elena Mendoza is the product of a virgin birth.This can be scientifically explained (it’s called parthenogenesis), but what can’t be explained is how Elena is able to heal Freddie, the girl she’s had a crush on for years, from a gunshot wound in a Starbucks parking lot. Or why the boy who shot Freddie, David Combs, disappeared from the same parking lot minutes later after getting sucked up into the clouds. What also can’t be explained are the talking girl on the front of a tampon box, or the reasons that David Combs shot Freddie in the first place.As more unbelievable things occur, and Elena continues to perform miracles, the only remaining explanation is the least logical of all—that the world is actually coming to an end, and Elena is possibly the only one who can do something about it.",Young Adult,      The Apocalypse of Elena Mendoza
22,Stuart  Turton,"How do you stop a murder that’s already happened?At a gala party thrown by her parents, Evelyn Hardcastle will be killed--again. She's been murdered hundreds of times, and each day, Aiden Bishop is too late to save her. Doomed to repeat the same day over and over, Aiden's only escape is to solve Evelyn Hardcastle's murder and conquer the shadows of an enemy he struggles to even comprehend--but nothing and no one are quite what they seem.Deeply atmospheric and ingeniously plotted, The Seven Deaths of Evelyn Hardcastle is a highly original debut that will appeal to fans of Kate Atkinson and Agatha Christie.",Mystery,      The Seven Deaths of Evelyn Hardcastle
23,Courtney Alameda,"Set against a future of marauding space scavengers and deadly aliens who kill with sound, here is a frightening, fast-paced YA adventure from the author of the acclaimed horror novel, Shutter.Tuck has been in stasis on the USS John Muir, a ship that houses Earth’s most valued artifacts—its natural resources. Parks and mountains are preserved in space. Laura belongs to a shipraiding family, who are funded by a group used to getting what they want. And they want what’s on the Muir. Tuck and Laura didn’t bargain on working together, or battling mutant aliens who use sound to kill. But their plan is the only hope for their crews, their families, and themselves. In space, nobody can hear you scream . . . but on the John Muir, the screams are the last thing you'll hear.",Young Adult,      Pitch Dark
24,Arvin Ahmadi,"Scott Ferdowsi has a track record of quitting. Writing the Great American Novel? Three chapters. His summer internship? One week. His best friends know exactly what they want to do with the rest of their lives, but Scott can hardly commit to a breakfast cereal, let alone a passion.With college applications looming, Scott's parents pressure him to get serious and settle on a career path like engineering or medicine. Desperate for help, he sneaks off to Washington, DC, to seek guidance from a famous professor who specializes in grit, the psychology of success.He never expects an adventure to unfold out of what was supposed to be a one-day visit. But that's what Scott gets when he meets Fiora Buchanan, a ballsy college student whose life ambition is to write crossword puzzles. When the bicycle she lends him gets Scott into a high-speed chase, he knows he's in for the ride of his life. Soon, Scott finds himself sneaking into bars, attempting to pick up girls at the National Zoo, and even giving the crossword thing a try--all while opening his eyes to fundamental truths about who he is and who he wants to be.",Young Adult,      Down and Across
25,Cynthia Swanson,"“[A] triumph. Swanson is a name to be considered among the likes of Gillian Flynn, Chris Pavone, and Laura Lippman” (Library Journal, starred review).From the New York Times bestselling author of The Bookseller comes a gripping literary suspense novel set in the 1960s about a deeply troubled family and three women who will reveal its dark truths.In the autumn of 1960, Angie Glass is living an idyllic life in her Wisconsin hometown. At twenty-one, she’s married to charming, handsome Paul, and has just given birth to a baby boy. But one phone call changes her life forever.When Paul’s niece, Ruby, reports that her father, Henry, has committed suicide, and that her mother, Silja, is missing, Angie and Paul drop everything and fly to the small upstate town of Stonekill, New York to be by Ruby’s side.Angie thinks they’re coming to the rescue of Paul’s grief-stricken young niece, but Ruby is a composed and enigmatic seventeen-year-old who resists Angie’s attempts to nurture her. As Angie learns more about the complicated Glass family, staying in Henry and Silja’s eerie and ultra-modern house on the edge of the woods, she begins to question the very fabric of her own marriage.Through Silja’s flashbacks, Angie’s discovery of astonishing truths, and Ruby’s strategic dissection of her parents’ state of affairs, a story of love, secrets, and ultimate betrayal is revealed.",Mystery,      The Glass Forest
