,author,description,genre,title
37,Jess Kidd,"The spellbinding tale of a lonely caregiver and a cranky hoarder with a house full of secrets.Maud Drennan is a dedicated caregiver whose sunny disposition masks a deep sadness. A tragic childhood event left her haunted, in the company of a cast of prattling saints who pop in and out of her life like tourists. Other than visiting her agoraphobic neighbor, Maud keeps to herself, finding solace in her work and in her humble existence–until she meets Mr. Flood.Cathal Flood is a menace by all accounts. The lone occupant of a Gothic mansion crawling with feral cats, he has been waging war against his son’s attempts to put him into an old-age home and sent his last caretaker running for the madhouse. But Maud is this impossible man’s last chance: if she can help him get the house in order, he just might be able to stay. So the unlikely pair begins to cooperate, bonding over their shared love of Irish folktales and mutual dislike of Mr. Flood’s overbearing son.Still, shadows are growing in the cluttered corners of the mansion, hinting at buried family secrets, and reminding Maud that she doesn’t really know this man at all. When the forgotten case of a missing schoolgirl comes to light, she starts poking around, and a full-steam search for answers begins.Packed with eccentric charms, twisted comedy, and a whole lot of heart, Mr. Flood’s Last Resort is a mesmerizing tale that examines the space between sin and sainthood, reminding us that often the most meaningful forgiveness that we can offer is to ourselves.",Fiction,      The Hoarder
38,Aprilynne Pike,"Danica planned to use beauty, blackmail, and a glittering drug to control her own fate. Her escape from the twisted world of the Palace of Versailles was perfectly orchestrated and paid for. Or so she thought. Betrayed by the man who had promised her freedom, Dani is now married to the murderous King. It's a terrifying position to be in...and yet it's oddly intoxicating. Power may be an even stronger drug than Glitter--a drug Dani can't resist, in the form of secrets, manipulation, and sabotage.In her new position at the head of the court, Dani must ask herself who she really is. Can she use her newfound power to secure her real love, Saber's freedom and a chance at a life together outside the palace? Or is being Queen too addictive to give up?",Young Adult,"      Shatter
      
          (Glitter #2)"
39,E.J. Swift,"The  Time Machine  meets  Midnight In Paris Determined to escape her old life, misfit and student geologist Hallie packs up her life in England and heads to Paris. She falls in with the eclectic expat community as a bartender at the notorious Millie’s, located next to the Moulin Rouge.Here she meets Gabriela, a bartender who guides her through this strange nocturnal world, and begins to find a new family. But Millie’s is not all that it seems: a bird warns Hallie to get her feathers in order, a mysterious woman shows up claiming to be a chronometrist, and Gabriela is inexplicably unable to leave Paris.Then Hallie discovers a time portal located in the keg room. Over the next nine months, irate customers will be the least of her concerns, as she navigates time-faring through the city’s turbulent past and future, falling in love, and coming to terms with her own precarious sense of self.",Science Fiction,      Paris Adrift
40,Tracy Barrett,"Free-spirited Marabel must defy expectations to rescue her brother--and their kingdom.In Magikos, life is dictated by the Book of Fate's ancient predictions, including the birth of a royal Chosen One who will save the realm. Princess Marabel has grown up in the shadow of her twin brother, Marco, who everyone assumes is the true Chosen One. While Marco is adored and given every opportunity, Marabel is overlooked and has to practice her sword fighting in secret.But on the night of their thirteenth birthday, Marco is kidnapped by an evil queen, and Marabel runs to his rescue. Outside the castle walls for the first time, accompanied by her best friend and a very smug unicorn, Marabel embarks on a daring mission that brings her face-to-face with fairies, trolls, giants--and the possibility that all is not as it seems in Magikos.",Fantasy,"      Marabel and the Book of Fate
      
          (Marabel of Magikos #1)"
41,Petros Triantafyllou,"""This could be the finest fantasy anthology around.""-James Tivendale, Fantasy Book Review_________________Charity Anthology: All proceeds going to MSF (Doctors Without Borders).“War, my friend, is a thing of beauty.” How do you get forty fantasy authors to contribute short stories for a war-themed anthology without paying them? It sounds as if there should be a good punchline to that, but all Petros Triantafyllou did was twist the moral thumbscrews and tell them all the profits would go to Doctors Without Borders, a charity that works tirelessly across the world to alleviate the effects of conflict, sickness and poverty.So, with clear consciences, several busloads of excellent and acclaimed fantasy authors have applied themselves to the task of penning a veritable mountain of words on the subject of The Art of War, expect bloodshed, gore, pathos, insight, passion, and laughs. Maybe even a wombat. Who knows. Anyway, as the original blurb said: “It’s good. Buy it.”-Mark Lawrence Featuring: Mark Lawrence, Ed Greenwood, Brian Staveley, Miles Cameron, John Gwynne, Sebastien De Castell, Mitchell Hogan, Stan Nicholls, Andrew Rowe, C.T. Phipps, Rob J. Hayes, Nicholas Eames, Mazarkis Williams, Ben Galley, Michael R. Fletcher, Graham Austin-King, Ed McDonald, Anna Stephens, Anna Smith Spark, RJ Barker, Michael R. Miller, Benedict Patrick, Sue Tingey, Dyrk Ashton, Steven Kelliher, Timandra Whitecastle, Laura M Hughes, J.P. Ashman, M.L. Spencer, Steven Poore, Brandon Draga, D. Thourson Palmer, D.M. Murray, Anne Nicholls, R.B. Watkinson, Charles F Bond, Ulff Lehmann, Thomas R. Gaskin, Zachary Barnes & Nathan Boyce.Foreword by Brian D. AndersonPrint version includes forty black & white interior art pieces.",Fantasy,      Art of War: Anthology for Charity
42,Gareth L. Powell,"The warship Trouble Dog was built and bred for calculating violence, yet following a brutal war, she finds herself disgusted by conflict and her role in a possible war crime. Seeking to atone, she joins the House of Reclamation, an organisation dedicated to rescuing ships in distress.But, stripped of her weaponry and emptied of her officers, she struggles in the new role she’s chosen for herself. When a ship goes missing in a disputed system, Trouble Dog and her new crew of misfits and loners, captained by Sal Konstanz, an ex-captain of a medical frigate who once fought against Trouble Dog, are assigned to investigate and save whoever they can.Meanwhile, light years away, intelligence officer Ashton Childe is tasked with locating and saving the poet, Ona Sudak, who was aboard the missing ship, whatever the cost. In order to do this, he must reach out to the only person he considers a friend, even if he’s not sure she can be trusted. What Childe doesn’t know is that Sudak is not the person she appears to be.Quickly, what appears to be a straightforward rescue mission turns into something far more dangerous, as Trouble Dog, Konstanz and Childe, find themselves at the centre of a potential new conflict that could engulf not just mankind but the entire galaxy.If she is to survive and save her crew, Trouble Dog is going to have to remember how to fight.",Science Fiction,"      Embers of War
      
          (Embers of War #1)"
43,John August,"As Arlo looked around, the walls of his room began to vanish, revealing a moonlit forest. Only his bed remained, and the frame of his window, through which he saw the girl. The world on her side of the glass was sparkling with silver and gold, like a palace made of autumn leaves.She looked off to her right. Someone was coming. Her words came in an urgent whisper: ""If I can see you, they can see you. You're in danger. Be careful, Arlo Finch.”Arlo Finch is a newcomer to Pine Mountain, Colorado, a tiny town of mystery and magic, but he's already attracted the attention of dark and ancient forces. At first he thinks these increasingly strange and frightening occurrences are just part of being in Rangers, the mountain scouting troop where he learns how to harness the wild magic seeping in from the mysterious Long Woods. But soon Arlo finds himself at the center of a dangerous adventure, where he faces obstacles that test the foundations of the Ranger's Vow: Loyalty, Bravery, Kindness, and Truth.",Childrens,      Arlo Finch in the Valley of Fire
44,Tarun Shanker,"England, 1883. On the run with the grieving Sebastian Braddock, Evelyn wants two things: to be reunited with her friends, and to get revenge on the evil Captain Goode. Not only has he misused his and Sebastian's powers to rack up a terrible death toll, but he's also completely destroyed any hope of Evelyn or her friends regaining the life they once knew. Evelyn is determined to make Captain Goode pay for what he's done, but is her revenge worth risking the lives of Sebastian and her friends? Or is it better to flee the city and focus on staying alive? And with the Captain spreading lies about Sebastian in an attempt to flush them out of hiding and turn the populace against them, does she even have a choice at all?",Fantasy,"      These Vengeful Souls
      
          (These Vicious Masks #3)"
45,Shannon Watters,"Five best friends at summer camp take friendship to the max when they team up to defeat the strange forces lurking within the surrounding forest.Excited to have Barney starting their first week at the camp, the Roanokes run over to the Zodiac cabin, only to find everyone turned to stone! Between strange shadows and Diane being back, it looks like April, Jo, Mal, Molly, and Ripley are going to have their hands full trying to find a cure for their friends . . . as long as they don’t look the wrong thing in the eye first.    This New York Times bestseller and multiple Eisner Award-winning series is a story of friendship, hardcore lady-types, and kicking a lot of butt. Don’t miss out on the continued adventures of the Lumberjanes written by Shannon Watters and Kat Leyh (Super Cakes) with stories illustrated by Carey Pietsch (Adventure Time: Marceline Gone Adrift).",Sequential Art,"      Lumberjanes, Vol. 8: Stone Cold
      
          (Lumberjanes (Collected Editions) #8)"
46,Jasmine Gower,"Daisy's starting a new job and stylish city life, but mage-hunters out for her dark magic threaten to destroy her vogue image.  In the flourishing metropolis of Soot City (a warped version of 1920s Chicago), progressive ideals reign and the old ways of magic and liquid mana are forbidden. Daisy Dell is a Modern Girl - stylish, educated and independent - keen to establish herself in the city but reluctant to give up the taboo magic inherited from her grandmother.Her new job takes her to unexpected places, and she gets more attention than she had hoped for. When bounty hunters start combing the city for magicians, Daisy must decide whether to stay with her new employer - even if it means revealing the grim source of her occult powers.File Under: Fantasy",Fantasy,      Moonshine
47,Mary Watson,"Every Christmas, Wren is chased through the woods near her isolated village by her family's enemies—the Judges—and there’s nothing that she can do to stop it. Once her people, the Augurs, controlled a powerful magic. But now that power lies with the Judges, who are set on destroying her kind for good. In a desperate bid to save her family, Wren takes a dangerous undercover assignment—as an intern to an influential Judge named Cassa Harkness. Cassa has spent her life researching a transformative spell, which could bring the war between the factions to its absolute end. Caught in a web of deceit, Wren must decide whether or not to gamble on the spell and seal the Augurs’ fate.",Fantasy,      The Wren Hunt
48,Brenda Drake,"The gateways linking the great libraries of the world don’t require a library card, but they do harbor incredible dangers.And it’s not your normal bump-in-the- night kind. The threats Gia Kearns faces are the kind with sharp teeth and knifelike claws. The kind that include an evil wizard hell-bent on taking her down.Gia can end his devious plan, but only if she recovers seven keys hidden throughout the world’s most beautiful libraries. And then figures out exactly what to do with them.The last thing she needs is a distraction in the form of falling in love. But when an impossible evil is unleashed, love might be the only thing left to help Gia save the world.",Young Adult,"      Assassin of Truths
      
          (Library Jumpers #3)"
49,Lynette Noni,"“Light or dark, only one can win. This world cannot survive in shades of grey.” Now that Aven Dalmarta sits upon the throne of Meya, Alex must race against the clock to save the rest of Medora from the Rebel Prince’s wrath. Haunted by an unspeakable vision of the future, Alex and her friends set out to warn the mortal races. But making allies out of ancient enemies proves difficult. With her nights spent deep in the Library under the guidance of a mysterious new mentor, Alex is desperate to strengthen her gift and keep all those she loves safe. Because in a world where nothing is certain, she is sure of only one thing:  Aven is coming.",Fantasy,"      Graevale
      
          (The Medoran Chronicles #4)"
50,Catherine Gilbert Murdock,"Boy has always been relegated to the outskirts of his small village. With a large hump on his back, a mysterious past, and a tendency to talk to animals, he is often mocked and abused by the other kids in his town. Until the arrival of a shadowy pilgrim named Secondus. Impressed with Boy’s climbing and jumping abilities, Secondus engages Boy as his servant, pulling him into an expedition across Europe to gather the seven precious relics of Saint Peter. Boy quickly realizes this journey is not an innocent one. They are stealing the relics, and gaining dangerous enemies in the process. But Boy is determined to see this pilgrimage through until the end—for what if St. Peter can make Boy’s hump go away?This compelling, action-packed tale is full of bravery and daring, stars a terrific cast of secondary characters, and features an unlikely multigenerational friendship at its heart. Memorable and haunting, Catherine Gilbert Murdock’s epic medieval adventure is just right for readers of Sara Pennypacker’s Pax, Adam Gidwitz’s The Inquisitor’s Tale, and Pam Muñoz Ryan’s Echo.Features a map and black-and-white art throughout.",Historical,      The Book of Boy
51,Kim Tomsic,"Wishes, magic, and dares abound when a tween math whiz tries to fit in at her new school by wishing on a magical cat clock only to suffer catastrophic consequences! Perfect for fans of Sarah Mlynowski, Wendy Mass, and Ingrid Law.Megan Meyers has a foolproof plan to reinvent herself at her new middle school. But when she’s dared to make something exciting happen by the end of her first day, Megan gets stuck in the middle of an epic rivalry between the two most popular girls in the seventh grade. And totally panics! Megan’s reputation has always been more science-geek-meets-Humane-Society-volunteer than party-planner-fun-maker. So, with nothing to lose as her classroom’s strange cat clock chimes 11:11 a.m., Megan makes a wish. And it comes true! In the form of an enchanted teen magazine that promises back-to-school makeovers and the secrets to winning over friends and crushes.But each wish comes with its own Pinocchio-esque side effects, and soon Megan finds herself coughing up hairballs as she makes bigger and bigger promises to her new friends. Now, if she can’t impress the school with the most spectacular kickoff event for Spirit Week they’ve ever seen—without using magic—her social life will be doomed and Megan may remain feline and friendless forever.",Childrens,      The 11:11 Wish
52,Lisa McMann,"Ten years after Alex and Aaron Stowe brought peace to Quill and Artimé, their younger twin sisters journey beyond Artimé in the second novel in the New York Times bestselling sequel series to The Unwanteds, which Kirkus Reviews called “The Hunger Games meets Harry Potter.”The Artiméans have suffered some devastating blows.After years of peace, the recent daring adventure of twins Thisbe and Fifer Stowe have brought about dire consequences. Thisbe has been captured, Fifer is injured, and Sky is lost at sea. The twins’ older brother Alex, head mage of Artimé, is paralyzed with fear of losing anyone else he loves. Fifer must convince him to finally trust her to help in the battle ahead now that their true enemy has been revealed.Meanwhile Thisbe is trapped underground in the catacombs, where the ancient dragon rulers are buried. Along with fellow prisoners, Thisbe’s job is to transport dragon bones from her crypt to the extracting room, where others extract the magical properties dormant in the bones. When it appears no one is coming back to rescue her, Thisbe must train in secret, trying to learn how to control her fiery magic and use it to escape. As her situation becomes more grave, she might even have to align herself with the ultimate evil.Unfortunately it’s a risk she has to take.",Fantasy,"      Dragon Bones
      
          (The Unwanteds Quests #2)"
53,Jim Butcher,"New York Times-bestselling author Jim Butcher expands his beloved ""Dresden Files"" novel series with the all-new ""Dog Men"" story set within official continuity, created exclusively as a graphic novel!Harry Dresden is a man on the edge--and that is something that can be dangerous to friend and foe alike. He's been drafted by a senior member of the White Council of Wizards to investigate a series of murders in rural Mississippi. As always, there's more afoot than is immediately apparent. The question is, will Harry's state of mind keep him from seeing it, and will his actions lead him into direct conflict with the wizard who's depending on his help?Collects issues 1 - 6.",Sequential Art,"      Jim Butcher's The Dresden Files: Dog Men
      
          (Dresden Files: Dog Men #1-6)"
54,Lindsay  Smith,"A too-young queen must learn to control her powers in order to save her empire, but can she trust the only person who’s taught her to use her gift?Russalka is a proud empire, frozen and vast, protected for centuries by a royal family who works miracles from the saints. But rebellion stirs in the streets, and its war-hungry neighbors threaten to invade. The young princess Katza has been tormented by visions of her bloodied hands destroying Russalka—a clear message from the saints that she must never rule. So when tragedy places her next in line to the throne, Katza fears their warnings are on the verge of coming true.Then she meets Ravin, a mysterious young prophet with visions of his own: visions of Katza as a regal empress with unimaginable power. All she has to do seize upon the holy magic of her bloodline. But the more Ravin whispers in her ear, the more Katza begins to wonder whether he has her best interests at heart. With a revolution boiling over and war looming at the border, the greatest threat to Russalka may be Katza herself.",Fantasy,"      Web of Frost
      
          (Saints of Russalka #1)"
55,Larissa Ione,"As a special class of earthbound guardian angel called Memitim, Hawkyn is charged with protecting those whose lives are woven into the fabric of the future. His success is legendary, so when he’s given a serial killer to watch over, he sees no reason for that to change. But Hawkyn’s own future is jeopardized after he breaks the rules and rescues a beautiful woman from the killer’s clutches, setting off an explosive, demonic game of cat and mouse that pits brother against brother and that won’t end until someone dies.Aurora Mercer is the half-wytch lone survivor of a psychopath who gets off on the sadistic torture of his victims. A psychopath whose obsessive psyche won’t let him move on until he kills her. Now she’s marked for death, her fate tied to that of a murderer…and to a sexy angel who makes her blood burn with desire…**Every 1001 Dark Nights novella is a standalone story. For new readers, it’s an introduction to an author’s world. And for fans, it’s a bonus book in the author’s series.**",Romance,"      Hawkyn
      
          (Demonica Underworld #5)"
56,E.  Latimer,"
A Tim Burtonesque retelling of The Picture of Dorian Gray aimed at Middle Graders.
The most peculiar things always happen to Bryony Gray. As if it isn’t bad enough that her uncle keeps her locked in the attic, forcing her to paint for hisrich clients, she’s becoming rather well known in the art world… since all her customers seem to go missing.When her newest painting escapes the canvas and rampages through the streets of London, Bryony digs into her family history, discovering some rather scandalous secrets her uncle has been keeping, including a deadly curse she’s inherited from her missing father. It turns out, Bryony has accidentally unleashed the Gray family curse, and it’s spreading fast.With a little help from the strange-but-beautiful girl next door and her paranoid brother, Bryony sets out to break the curse, dodging bloodthirsty paintings, angry mobs and her wicked uncle along the way.",Childrens,      The Strange And Deadly Portraits Of Bryony Gray
57,Amalie Howard,"After an epic struggle that unseated the Asura Lord of Death and placed Serjana Caelum’s best friend, Kyle, on his throne, the Mortal Realm is peaceful and the balance between good and evil—which Sera is sworn to protect—has been restored.But signs of a new threat to the world of men quickly begin to appear: A scourge of demons descends on the Mortal Realm, and Sera is beside herself trying to locate their source. She sends word to the gods for help, and their answer comes in the form of Kira, the living incarnation of Kali, goddess of destruction.Stunning and dangerous, Kira plans to protect the heavens at all cost, even if it means destroying the entire Mortal Realm. Soon Sera and Kyle find themselves fighting not just the demon plague, but Kira and her twin. But when an even more sinister threat arises—putting not just the human world but all planes of existence in jeopardy—they must all learn to work together or lose everything they sacrificed so much to save.",Fantasy,"      Dark Goddess
      
          (Alpha Goddess #2)"
58,Sebastian Girner,"It's hard to make an honest living in a land brimming with magic and mystery, and treasure hunter Luvander is tired of being a penniless adventurer. Ever in search of gold and glory, she sets off for a fabled dungeon ""the Dragon's Maw,"" an ancient labyrinth at the bottom of which slumber endless wealth...or certain doom!A loner by trade, Luvander is forced to team up with a team of scraggly adventurers, each hoping to find a treasure of their own in the forbidden tomb.: there is Prince Aki, of the Scarlet Sands Empire, anxious for first taste of adventure yet blind to the consequences. hHis royal Shadow and bodyguard, Koro, whose very honor hangs in the balance of her prince's success. And Dorma Iron, a stocky young dwarf whose journey will take her deeper into the darkness than she ever wished to tread.For these scruffy heroes, what starts out as a road to riches becomes the first step on an epic journey to destiny, for Luvander holds a secret in her heart that will shatter the chains of fate, and bring light to a world encroached upon by an ancient darkness.Writer SEBASTIAN GIRNER (SHIRTLESS BEAR-FIGHTER!) and artist GALAAD are proud to present SCALES & SCOUNDRELS, an exciting new fantasy adventure from Image Comics, for scoundrels of all ages!Collecting SCALES & SCOUNDRELS #1-5",Sequential Art,"      Scales & Scoundrels, Vol. 1: Into The Dragon’s Maw
      
          (Scales & Scoundrels  #1-5)"
59,Grace Ellis,"Trigger warnings for the use of slurs - against a fictional race, however - dysphoria and mild violence.If I have said it once, I have said it a thousand times before but I simply adore pastel fantasy worlds. You know the ones that have witches drinking their potions from Starbucks thermos and vampires that cannot take selfies? The AUs that blend modern technology with traditional mythology. You can imagine how excited I was to get my hands on Moonstruck the moment I learned it existed. Lesbian werewolves in a pastel uf coffee shop AU? It was a dream come true! From the very first page, I fell in love with this world and its characters. I quite enjoyed the blossoming relationship between Julie and Selena. It was wholesome and sweet, while still managing to capture the awkwardness and anxiety of developing a crush on someone. Julie’s relationship with Chet, her best friend, was also super sweet. They supported each other through some really difficult times and all the bad puns made my heart burst. Cass was probably my favourite character out of the whole series, though. I cannot wait to see more of her in the next volume!The storytelling and worldbuilding, however, were far from perfect. Some panels were downright confusing. Chapters four and five were a little haphazard and I really hope that the next volume will feel more cohesive and fluid. Elements of the world need more fleshing out in the upcoming issues. I am still unsure how humans fit into this world, and the werewolf discrimination was never really explained. It has so much potential. I just hope that Ellis and Beagle are able to tap into it more in the sequel. The scope of the diversity really made a difference. Attention to detail for small things, - like having wheelchair accessible seats for sirens in the background of the theatre scenes - was wonderful. I also loved that identity and labels were briefly discussed. While it was mainly due to Chet’s situation - tw: body dysphoria - there was an interesting moment between Julie and Selena that I wish had been expanded on.Overall? This was a sweet graphic novel with a lot of potential and amazing artwork. I loved the world and the characters. The world needs a little more detail and the plot needs to be streamlined a little better but damn, its potential has me excited.Rep: Julie (MC) is a plus-sized Latinx lesbian; her love interest (Selena) is a plus-sized black lesbian; Chet uses they/them pronouns and is possibly Latinx (?); multiple other queer, POC and disabled SCs. Review copy provided by the publisher for an honest review.Blog • Twitter • Instagram",Sequential Art,"      Moonstruck, Volume One: Magic to Brew
      
          (Moonstruck #1)"
60,Erin Hunter,"Heed the call of the wild...discover the second book in this action-packed animal fantasy series from the #1 bestselling author of Warriors!★ ""Deep characters, a complex plot, rich mythology, and a stunning setting. Wild and wonderful."" --Kirkus ReviewsSet in the African savannah and told from three different animals' points of view, Bravelands will thrill readers who love Spirit Animals and Wings of Fire, as well as the legion of dedicated fans who've made Erin Hunter a bestselling phenomenon.A baboon who has uncovered an act of treachery.An elephant uncertain of her fate.A lion poised to strike.The code of the wild has been broken. The elephant leader known as Great Mother has been murdered. And Bravelands is on the edge of chaos. Now a young baboon, elephant, and lion must come together to discover the truth--before the fragile balance of Bravelands is destroyed forever.",Fantasy,"      Code of Honor
      
          (Bravelands #2)"
61,Jon Sprunk,"In a world reminiscent of ancient Egypt and Babylon, where God-Kings and God-Queens hold the power of life and death in their hands, Horace, the onetime slave who became a powerful magician, has turned the tables on his former masters.  Horace, Alyra, and Jirom navigate the hurdles of managing the slave rebellion under the Akeshian Empire's nose. But evil is not content to sit back and let them gather their strength. A new threat is coming in the form of an unstoppable army of the walking dead. To face this enemy, our heroes will have to dig deeper and find a strength they didn't know they possessed.",Fantasy,"      Blade and Bone
      
          (The Book of the Black Earth #3)"
62,Steven Parlato,"Teddi Alder is just trying to figure out her life.When she joins SUMMERTEENS, a library writing group, she’s only looking to keep herself busy, not go digging around in her subconscious. But as she writes, disturbing memories of her childhood friend Corey bubble to the surface, and Teddi begins to question everything: her friendship with her BFF Willa, how much her mom really knows, and even her own memories. Teddi fears she’s losing her grip on reality—as evidenced by that mysterious ghost-girl who emerges from the park pool one night, the one who won’t leave Teddi alone. To top it all off, she finds herself juggling two guys with potential, a quirky new boy named Joy and her handsome barista crush Aidan, who has some issues of his own.As the summer unfolds, Teddi is determined to get to the bottom of everything—her feelings, the mysterious ghost-girl, and the memories of Corey that refuse to be ignored.",Young Adult,      The Precious Dreadful
63,Nora Ash,"He saved me... And then he blood-bonded me. Now I'm his.My first meeting with a Chicago vampire went better than expected.Up until that night, all I knew about vampires was limited to a few common facts: they drink blood, they get a mean sunburn and if you find yourself alone with one, you’re dead.Except he didn't kill me.Sexy, broody Warin clearly had his own reasons for sparing my life and tying me with his blood, but if he’d known how much trouble I’d attract, I bet he wouldn’t have bothered. When he blood-bonded me, secrets even I didn’t know about myself came to light.Secrets that will pull us both deep into the eternal war between vampires and the witches determined to rid the world of their evil.We have only one choice now: fight the forces hell-bent on breaking our bond…Or die.",Paranormal,"      Wicked Soul
      
          (Ancient Blood #1)"
64,J. Anderson Coats,"A novel about a girl who won’t let anything tame her spirit—not the government that conquered her people, and definitely not reform school!Malley has led the constables on a merry chase across her once-peaceful country. With her parents in prison for their part in a failed resistance movement, the government wants to send her to a national school—but they’ll have to capture her first.And capture her they do. Malley is carted off to be reformed as a proper subject of the conquering empire, reeducated, and made suitable for domestic service. That’s the government’s plan, anyway.But Malley will not go down without a fight. She’s determined to rally her fellow students to form a rebellion of their own. The government can lock these girls up in reform school. Whether it can break them is another matter entirely…",Childrens,      R Is for Rebel
65,Carrie Ryan,"Intrepid travelers Fin and Marrill have shared countless thrilling and treacherous adventures on the magical waters of the Pirate Stream. But neither could have expected that their final adventure would force them to team up with their oldest enemy: the evil wizard Serth! With the fate of the Stream and all their friends hanging in the balance, can they challenge the most frightening power they’ve ever come up against?",Fantasy,"      Iron Tide Rising
      
          (Map to Everywhere #4)"
66,Juliet Lyons,"This edition has been cancelled by the publisher.THERE WILL BE HEAT... Vampire Catherine Adair gave up trying to find her perfect match ages ago. But that didn’t stop her from founding London’s super successful vampire dating site. When a smoldering vampire overlord from her past launches an interspecies speed-dating service, Catherine vows to crush the competition….WHEN THESE TWO COMPETERonin’s new venture is purely about getting Catherine’s attention. He hasn’t stopped thinking about her ever since the night she gave him the cold shoulder. Nobody gets away from Ronin McDermott that easily...Bite Nights Series:Dating the Undead (Book 1)Drop Dead Gorgeous (Book 2)That Killer Smile (Book 3)",Romance,"      That Killer Smile
      
          (Bite Nights #3)"
67,Effie Calvin,"Princess Esofi of Rhodia and Crown Prince Albion of Ieflaria have been betrothed since they were children but have never met. At age seventeen, Esofi’s journey to Ieflaria is not for the wedding she always expected but instead to offer condolences on the death of her would-be husband.But Ieflaria is desperately in need of help from Rhodia for their dragon problem, so Esofi is offered a new betrothal to Prince Albion’s younger sister, the new Crown Princess Adale. But Adale has no plans of taking the throne, leaving Esofi with more to battle than fire-breathing beasts.",Fantasy,"      The Queen of Ieflaria
      
          (Tales of Inthya #1)"
68,M.A. Abraham,"Chania has lived most of her life in seclusion. She was placed amongst the humans that had once come to the aid of her ancestors, many millenniums before. She kept secreted by the head priestess, and revered as a Goddess by the people. She knows she is not what they think she is. She is an Elven Princess in hiding, and content to stay that way.Daeron is an Elven/Dragon shapeshifter, who has served as second in command of the Guardians of the Elven Empire for a long time. He comes from a long line of Kings, and has proven himself worthy of his position of life. He is a proud, noble, Golden Dragon, when he is not an Elf. He is not so pleased with the sudden match making ambitions of his leader though, especially when he has been singled out to be mated with one of the leader’s daughters. He is not about to give in without a fight. He will not be used in this manner, not by anyone.Captured by her father’s guardians and forced to his side, Chania, learns her fate. She is no happier about their upcoming nuptials than Daeron. They recognize the Life Bond they share, but under the circumstances, refuse to allow it to dictate their future. Can they fight an attraction that no Elf has ever been able to deny?",Fantasy,"      The Goddess
      
          (Guardians of the Empire #1)"
69,Naomi Lucas,"Yahiro never thought she would end up in prison. Let alone on a prison ship where escape was impossible. But none of that mattered anymore because while she was curled up in the corner of her cell, the lights went out.And when they turned back on it was worse.Ending up on a planet—one so different than Earth—greeted by the screams of those who were injured in the crash and the corpses of those who didn't make it, she sets off with the survivors in hopes of finding a way home.What she finds instead are three golden aliens that won't let her out of their sight, a city on the back of a giant beast, and a ghost world that will never let her leave.",Science Fiction,"      Radiant
      
          (Valos of Sonhadra #5)"
70,Brian K. Vaughan,"
5 Please say no STARS


""Anyone can kill you, but it takes someone you know to really HURT you. It takes someone you love to break your heart.""

Honestamente amiguitos, no importa si estoy leyendo un Volumen de 130 paginas o un Issue de 43 páginas, cuando se trata de Saga, nada es suficiente. Siempre quedo con ganas de más.Tendré que aprender a fortalecer mi paciencia, ya que voy a tener que esperar un mes para la salida de cada Issue. SPOILER ALERTLa historia se complica, tenemos a dos parejas interraciales, dos niños mal portados, una pareja de reporteros, una mascota y a Ghus. Todos en fuga, de camino a ninguna parte a bordo de una Nave espacial en forma de árbol.La historia de Bill , no le veo sentido, pero se que termina siendo muy importante para la trama principal.El drama entre la convivencia dentro de la nave me pareció muy entretenido y creo que están poniendo sobre la mesa varias posibles traiciones.El Príncipe IV, ustedes saben que lo adoro, pero se pasa de caliente, si ya lo dije y no me arrepiento. Una de las razones por las que me gusta tanto, es por lo extremadamente sexy que es, la imagen detallada de su pene aun la tengo guardada en mi memoria. Pero pareciera que basa toda su vida, y decisiones siguiendo lo que el pene le dice. No me quejo ya que me encanta verlo tan “fluido”, pero declarándole su amor a Petri me pareció precipitado y fake, según estaba super enamorado de Alana y ahora resulta que ya se enamoró de Petri. Hazel sigue de mal portada, no aprende, en el pasado la vimos tratar mal a Izabel y en este le dice algo super cruel a Squire. Alguien necesita educarla y no dejarla al cuidado de quien sea.",Sequential Art,"      Saga #49
      
          (Saga (Single Issues) #49)"
71,Tina LeCount Myers,"A former warrior caught between gods and priests must fight for the survival of his family in this dark epic fantasy debut, set in a harsh arctic world inspired by Scandinavian indigenous cultures.On the forbidding fringes of the tundra, where years are marked by seasons of snow, humans war with immortals in the name of their shared gods. Irjan, a human warrior, is ruthless and lethal, a legend among the Brethren of Hunters. But even legends grow tired and disillusioned.Scarred and weary of bloodshed, Irjan turns his back on his oath and his calling to hide away and live a peaceful life as a farmer, husband, and father. But his past is not so easily left behind. When an ambitious village priest conspires with the vengeful comrades Irjan has forsaken, the fragile peace in the Northlands of Davvieana is at stake.His bloody past revealed, Irjan’s present unravels as he faces an ultimatum: return to hunt the immortals or lose his child. But with his son’s life hanging in the balance, as Irjan follows the tracks through the dark and desolate snow-covered forests, it is not death he searches for, but life.",Fantasy,"      The Song of All
      
          (The Legacy of the Heavens #1)"
72,Celine Kiernan,"On the night that Aunty dies the Raggedy Witches come for Mup's mam. Pale, cold, relentless, they will do anything to coax Mam back to Witches Borough. When they kidnap Mup's dad, Mup and her mam must leave the mundane world to rescue him. But Mam is strange on this side of the border - striding, powerful, and distant. Even if they can save Dad, Mup is not sure anything will ever be the same again...",Fantasy,"      Begone the Raggedy Witches
      
          (The Wild Magic Trilogy #1)"
